Code,Name,Latest_Close,Latest_Turnover
601111,中国国航,8.37,0.62
001337,四川黄金,28.18,5.7
001219,青岛食品,13.85,2.18
603987,康德莱,8.46,0.93
000978,桂林旅游,6.51,1.77
001311,多利科技,31.35,15.69
601020,华钰矿业,27.6,4.14
002012,凯恩股份,5.78,4.38
002796,世嘉科技,20.15,5.49
605303,园林股份,20.22,2.29
603223,恒通股份,9.47,1.69
002915,中欣氟材,22.32,2.15
001217,华尔泰,12.74,1.7
600619,海立股份,21.11,5.06
002114,罗平锌电,8.1,8.07
002856,美芝股份,11.75,6.15
603458,勘设股份,7.98,1.89
600809,山西汾酒,180.1,0.54
000886,海南高速,7.48,9.58
000913,钱江摩托,15.26,0.72
000893,亚钾国际,45.34,0.74
603155,新亚强,17.88,1.56
600409,三友化工,5.77,1.08
603909,建发合诚,12.35,4.05
002975,博杰股份,72.58,5.09
603326,我乐家居,8.64,1.5
002830,名雕股份,18.7,11.74
600257,大湖股份,6.43,4.78
002731,萃华珠宝,12.94,3.51
002860,星帅尔,14.29,3.54
000756,新华制药,15.99,3.56
603103,横店影视,16.5,0.75
002349,精华制药,7.47,1.74
600258,首旅酒店,15.12,1.91
002953,日丰股份,11.72,5.36
000603,盛达资源,31.09,4.74
001335,信凯科技,46.12,7.78
600372,中航机载,12.68,1.02
600152,维科技术,6.64,3.53
600686,金龙汽车,16.49,3.58
600177,雅戈尔,7.49,1.34
000429,粤高速Ａ,12.09,2.8
002078,太阳纸业,14.85,0.51
000802,北京文化,5.2,14.32
603712,七一二,20.5,3.13
002116,中国海诚,10.34,1.11
000958,电投产融,6.71,0.75
601579,会稽山,21.62,3.7
600613,神奇制药,6.2,2.54
603906,龙蟠科技,19.23,8.76
002038,双鹭药业,7.52,1.96
002940,昂利康,34.22,8.42
600475,华光环能,18.44,2.66
603399,永杉锂业,10.35,4.55
603711,香飘飘,14.01,3.3
603159,上海亚虹,22.51,1.42
600642,申能股份,8.16,1.35
603816,顾家家居,29.53,0.58
002187,广百股份,6.83,6.66
000419,通程控股,5.98,2.5
600336,澳柯玛,8.42,5.98
002876,三利谱,23.28,2.02
600509,天富能源,8.77,3.77
600218,全柴动力,11.42,8.82
002905,金逸影视,10.65,3.46
603833,欧派家居,50.53,1.78
000417,合百集团,7.57,5.38
002051,中工国际,8.81,0.82
003042,中农联合,15.6,3.01
600418,江淮汽车,49.54,1.86
003008,开普检测,21.52,2.45
001225,和泰机电,55.4,7.27
600827,百联股份,8.9,0.51
600459,贵研铂业,16.85,2.47
002442,龙星科技,6.35,1.52
603214,爱婴室,16.41,2.24
600309,万华化学,68.47,0.72
605398,新炬网络,30.39,2.77
600410,华胜天成,17.75,4.46
603968,醋化股份,10.73,1.16
001296,长江材料,28.38,15.89
601238,广汽集团,8.38,0.63
600333,长春燃气,5.94,4.84
002319,乐通股份,10.5,2.55
601089,福元医药,25.04,1.46
002373,千方科技,10.8,3.24
605599,菜百股份,14.98,0.55
600721,百花医药,10.41,6.09
002976,瑞玛精密,26.89,9.91
000960,锡业股份,26.44,3.45
603955,大千生态,28.86,0.81
603786,科博达,73.31,0.65
600955,维远股份,14.34,0.75
603566,普莱柯,12.92,3.14
603421,鼎信通讯,8.34,5.39
603000,人民网,19.22,0.99
603229,奥翔药业,9.49,0.55
002769,普路通,12.94,5.81
600702,舍得酒业,57.95,3.21
001299,美能能源,11.3,1.59
000548,湖南投资,5.48,2.64
000892,欢瑞世纪,7.32,8.05
600771,广誉远,18.35,0.63
603660,苏州科达,10.45,5.52
002659,凯文教育,5.64,2.69
603162,海通发展,12.27,6.98
002279,久其软件,7.92,5.33
002519,银河电子,6.61,37.27
603043,广州酒家,17.02,0.95
002565,顺灏股份,15.95,19.56
000881,中广核技,9.02,8.44
603829,洛凯股份,33.16,6.12
002594,比亚迪,97.0,1.59
603536,惠发食品,11.87,7.31
000151,中成股份,11.96,1.06
000703,恒逸石化,8.13,1.33
600718,东软集团,9.83,0.97
600668,尖峰集团,11.16,0.86
002845,同兴达,14.15,3.44
600593,大连圣亚,42.87,6.15
000655,金岭矿业,8.93,0.91
002843,泰嘉股份,18.05,1.56
600763,通策医疗,40.48,0.82
600846,同济科技,15.99,2.86
002497,雅化集团,21.2,4.86
002372,伟星新材,10.26,0.92
002654,万润科技,13.51,2.61
600618,氯碱化工,11.74,1.18
002785,万里石,35.33,1.99
601872,招商轮船,8.38,0.97
002575,群兴玩具,7.03,11.29
600850,电科数字,26.82,3.74
002353,杰瑞股份,75.87,4.91
002828,贝肯能源,10.71,5.36
600865,百大集团,11.88,15.94
002748,世龙实业,11.16,6.63
600313,农发种业,6.67,4.38
600731,湖南海利,6.68,1.06
603196,日播时尚,25.02,2.03
603190,亚通精工,26.3,16.79
600598,北大荒,14.73,0.77
000860,顺鑫农业,14.9,0.58
001896,豫能控股,5.57,1.06
600556,天下秀,5.71,3.01
600535,天士力,15.27,0.74
002394,联发股份,12.61,3.86
002412,汉森制药,6.55,1.59
605388,均瑶健康,7.17,2.77
