Code,Name,Latest_Date,Latest_Close,High_Price,Pullback_Percent,Pullback_Days
601990,南京证券,2025-12-12,7.95,8.68,8.41%,29
002982,湘佳股份,2025-12-15,13.62,15.39,11.50%,26
601600,中国铝业,2025-12-12,10.75,12.17,11.67%,29
600901,江苏金租,2025-12-12,5.97,6.56,8.99%,17
603566,普莱柯,2025-12-12,12.92,14.44,10.53%,29
002545,东方铁塔,2025-12-15,16.85,18.36,8.22%,10
603000,人民网,2025-12-12,19.22,20.97,8.35%,14
605268,王力安防,2025-12-12,11.05,11.15,0.90%,2
600295,鄂尔多斯,2025-12-12,10.81,12.02,10.07%,29
000528,柳    工,2025-12-15,12.77,12.84,0.55%,3
002758,浙农股份,2025-12-15,9.76,10.54,7.40%,7
603229,奥翔药业,2025-12-12,9.49,10.55,10.05%,28
600115,中国东航,2025-12-15,5.24,5.36,2.24%,27
002677,浙江美大,2025-12-15,7.48,8.48,11.79%,27
001299,美能能源,2025-12-15,11.52,13.0,11.38%,20
603066,音飞储存,2025-12-12,10.59,11.5,7.91%,29
600848,上海临港,2025-12-12,11.47,13.45,14.72%,28
000548,湖南投资,2025-12-15,5.54,6.03,8.13%,12
002098,浔兴股份,2025-12-15,9.99,11.05,9.59%,5
603660,苏州科达,2025-12-12,10.45,10.54,0.85%,22
600148,长春一东,2025-12-15,19.62,20.8,5.67%,28
002659,凯文教育,2025-12-15,5.59,6.47,13.60%,19
603162,海通发展,2025-12-12,12.27,13.7,10.44%,4
603233,大参林,2025-12-12,17.27,19.41,11.03%,30
603866,桃李面包,2025-12-12,5.22,5.82,10.31%,29
002510,天汽模,2025-12-15,7.05,7.24,2.62%,7
002930,宏川智慧,2025-12-15,11.81,12.16,2.88%,4
002404,嘉欣丝绸,2025-12-15,7.11,7.74,8.14%,26
002193,如意集团,2025-12-15,5.44,6.35,14.33%,28
603043,广州酒家,2025-12-12,17.02,18.01,5.50%,9
600970,中材国际,2025-12-12,9.28,9.81,5.40%,7
601939,建设银行,2025-12-11,8.94,9.85,9.24%,16
002863,今飞凯达,2025-12-15,5.63,6.17,8.75%,14
002572,索菲亚,2025-12-15,13.78,14.65,5.94%,13
000881,中广核技,2025-12-15,8.92,9.06,1.55%,10
000759,中百集团,2025-12-15,7.54,8.49,11.19%,5
601059,信达证券,2025-11-19,17.79,20.34,12.54%,21
600693,东百集团,2025-12-12,14.9,14.92,0.13%,1
603488,展鹏科技,2025-12-11,7.75,8.58,9.67%,23
002512,达华智能,2025-12-15,6.84,8.04,14.93%,5
603165,荣晟环保,2025-12-12,12.38,13.68,9.50%,29
605136,丽人丽妆,2025-12-12,11.9,12.14,1.98%,23
002234,民和股份,2025-12-15,8.53,9.66,11.70%,28
603889,新澳股份,2025-12-12,7.4,8.42,12.11%,29
600479,千金药业,2025-12-12,10.23,11.07,7.59%,28
600444,国机通用,2025-12-12,19.98,21.21,5.80%,30
601919,中远海控,2025-12-12,14.98,15.54,3.60%,29
000703,恒逸石化,2025-12-15,8.23,8.45,2.60%,12
000923,河钢资源,2025-12-15,18.89,19.51,3.18%,10
000036,华联控股,2025-12-15,5.06,5.27,3.98%,28
600015,华夏银行,2025-12-15,6.85,7.11,3.66%,25
001278,一彬科技,2025-12-15,19.14,20.18,5.15%,13
002995,天地在线,2025-12-15,17.05,19.0,10.26%,6
002745,木林森,2025-12-15,8.92,9.81,9.07%,14
600028,中国石化,2025-12-15,5.8,6.05,4.13%,25
000630,铜陵有色,2025-12-15,5.39,5.84,7.71%,10
002845,同兴达,2025-12-15,13.99,15.38,9.04%,14
601857,中国石油,2025-12-12,9.53,10.27,7.21%,23
603518,锦泓集团,2025-12-12,10.46,10.49,0.29%,2
600785,新华百货,2025-12-12,12.95,14.13,8.35%,29
603258,电魂网络,2025-12-12,18.6,20.32,8.46%,17
600267,海正药业,2025-12-12,10.32,11.36,9.15%,30
000888,峨眉山Ａ,2025-12-15,12.75,14.46,11.83%,13
600737,中粮糖业,2025-12-12,16.81,19.39,13.31%,29
600620,天宸股份,2025-12-12,6.04,6.64,9.04%,25
605366,宏柏新材,2025-12-10,6.53,7.23,9.68%,13
601968,宝钢包装,2025-12-11,5.18,5.72,9.44%,29
600380,健康元,2025-12-12,12.18,12.7,4.09%,28
002292,奥飞娱乐,2025-12-15,9.41,9.78,3.78%,5
605162,新中港,2025-12-12,8.72,9.72,10.29%,28
600846,同济科技,2025-12-12,15.99,18.29,12.58%,2
000905,厦门港务,2025-12-15,14.15,15.97,11.40%,5
601789,宁波建工,2025-12-12,5.16,5.81,11.19%,25
600287,苏豪时尚,2025-12-12,5.52,6.1,9.51%,4
000532,华金资本,2025-12-15,15.11,15.72,3.88%,5
600596,新安股份,2025-12-12,10.71,12.47,14.11%,25
603182,嘉华股份,2025-12-12,15.23,16.55,7.98%,28
601128,常熟银行,2025-12-12,7.03,7.3,3.70%,9
603161,科华控股,2025-12-12,12.93,14.55,11.13%,28
002372,伟星新材,2025-12-15,10.27,10.84,5.26%,25
600883,博闻科技,2025-12-12,7.71,8.98,14.14%,25
600507,方大特钢,2025-12-12,5.68,6.33,10.27%,29
002583,海能达,2025-12-15,11.05,12.13,8.90%,20
600724,宁波富达,2025-12-12,5.22,5.85,10.77%,10
002631,德尔未来,2025-12-15,5.49,6.07,9.56%,10
002406,远东传动,2025-12-15,7.31,8.11,9.86%,27
002540,亚太科技,2025-12-15,7.0,7.43,5.79%,10
601872,招商轮船,2025-12-12,8.38,9.66,13.25%,11
002799,环球印务,2025-12-15,8.76,9.36,6.41%,13
002203,海亮股份,2025-12-15,11.42,12.53,8.86%,18
002575,群兴玩具,2025-12-15,6.89,7.62,9.58%,5
603276,恒兴新材,2025-12-12,16.53,19.12,13.55%,29
600818,中路股份,2025-12-12,9.79,11.49,14.80%,28
603993,洛阳钼业,2025-12-12,17.58,18.69,5.94%,4
600493,凤竹纺织,2025-12-11,7.56,8.54,11.48%,3
603885,吉祥航空,2025-12-12,13.54,14.78,8.39%,28
603998,方盛制药,2025-12-12,11.44,13.01,12.07%,28
002355,兴民智通,2025-12-15,5.87,6.18,5.02%,28
600271,航天信息,2025-12-12,8.8,9.43,6.68%,4
002346,柘中股份,2025-12-15,18.89,19.95,5.31%,4
600313,农发种业,2025-12-12,6.67,6.91,3.47%,2
600233,圆通速递,2025-12-15,17.27,17.6,1.88%,3
600051,宁波联合,2025-12-15,7.35,8.14,9.71%,28
600359,新农开发,2025-12-12,6.84,7.39,7.44%,10
002031,巨轮智能,2025-12-15,7.37,8.27,10.88%,5
600598,北大荒,2025-12-12,14.73,15.06,2.19%,23
603888,新华网,2025-12-12,19.24,20.87,7.81%,17
002331,皖通科技,2025-12-15,8.64,10.08,14.29%,25
600851,海欣股份,2025-12-12,6.89,7.39,6.77%,7
601696,中银证券,2025-12-12,14.29,14.49,1.38%,2
600072,中船科技,2025-12-15,11.7,12.91,9.37%,21
601728,中国电信,2025-12-12,6.7,6.96,3.74%,10
605369,拱东医疗,2025-12-12,18.2,19.9,8.54%,28
002394,联发股份,2025-12-15,13.05,13.8,5.43%,25
600250,南京商旅,2025-12-15,12.75,13.06,2.37%,4
002235,安妮股份,2025-12-15,13.0,13.6,4.41%,4
603808,歌力思,2025-12-12,8.13,9.34,12.96%,24
603798,康普顿,2025-12-12,15.12,17.66,14.38%,28
603321,梅轮电梯,2025-12-12,7.46,8.43,11.51%,25
002258,利尔化学,2025-12-15,13.11,13.61,3.67%,10
000605,渤海股份,2025-12-15,6.75,7.66,11.88%,28
605388,均瑶健康,2025-12-12,7.17,8.1,11.48%,9
603787,新日股份,2025-12-12,13.21,14.71,10.20%,25
603877,太平鸟,2025-12-12,15.39,18.01,14.55%,23
